"AccountNumber","NMI","DeviceNumber","DeviceType","RegisterCode","RateTypeDescription","StartDate","EndDate","ProfileReadValue","RegisterReadValue","QualityFlag",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 5:00:00 PM","6/03/2015 5:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 5:30:00 PM","6/03/2015 5:59:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 6:00:00 PM","6/03/2015 6:29:59 PM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 6:30:00 PM","6/03/2015 6:59:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 7:00:00 PM","6/03/2015 7:29:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 7:30:00 PM","6/03/2015 7:59:59 PM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 8:00:00 PM","6/03/2015 8:29:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 8:30:00 PM","6/03/2015 8:59:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 9:00:00 PM","6/03/2015 9:29:59 PM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 9:30:00 PM","6/03/2015 9:59:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 10:00:00 PM","6/03/2015 10:29:59 PM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 10:30:00 PM","6/03/2015 10:59:59 PM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 11:00:00 PM","6/03/2015 11:29:59 PM","0.125","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","6/03/2015 11:30:00 PM","6/03/2015 11:59:59 PM","0.131","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 12:00:00 AM","7/03/2015 12:29:59 AM","0.081","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 12:30:00 AM","7/03/2015 12:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 1:00:00 AM","7/03/2015 1:29:59 AM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 1:30:00 AM","7/03/2015 1:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 2:00:00 AM","7/03/2015 2:29:59 AM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 2:30:00 AM","7/03/2015 2:59:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 3:00:00 AM","7/03/2015 3:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 3:30:00 AM","7/03/2015 3:59:59 AM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 4:00:00 AM","7/03/2015 4:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 4:30:00 AM","7/03/2015 4:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 5:00:00 AM","7/03/2015 5:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 5:30:00 AM","7/03/2015 5:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 6:00:00 AM","7/03/2015 6:29:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 6:30:00 AM","7/03/2015 6:59:59 AM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 7:00:00 AM","7/03/2015 7:29:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 7:30:00 AM","7/03/2015 7:59:59 AM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 8:00:00 AM","7/03/2015 8:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 8:30:00 AM","7/03/2015 8:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 9:00:00 AM","7/03/2015 9:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 9:30:00 AM","7/03/2015 9:59:59 AM","0.094","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 10:00:00 AM","7/03/2015 10:29:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 10:30:00 AM","7/03/2015 10:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 11:00:00 AM","7/03/2015 11:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 11:30:00 AM","7/03/2015 11:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 12:00:00 PM","7/03/2015 12:29:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 12:30:00 PM","7/03/2015 12:59:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 1:00:00 PM","7/03/2015 1:29:59 PM","0.094","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 1:30:00 PM","7/03/2015 1:59:59 PM","0.069","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 2:00:00 PM","7/03/2015 2:29:59 PM","0.15","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 2:30:00 PM","7/03/2015 2:59:59 PM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 3:00:00 PM","7/03/2015 3:29:59 PM","0.506","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 3:30:00 PM","7/03/2015 3:59:59 PM","0.519","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 4:00:00 PM","7/03/2015 4:29:59 PM","0.619","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 4:30:00 PM","7/03/2015 4:59:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 5:00:00 PM","7/03/2015 5:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 5:30:00 PM","7/03/2015 5:59:59 PM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 6:00:00 PM","7/03/2015 6:29:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 6:30:00 PM","7/03/2015 6:59:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 7:00:00 PM","7/03/2015 7:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 7:30:00 PM","7/03/2015 7:59:59 PM","0.094","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 8:00:00 PM","7/03/2015 8:29:59 PM","0.225","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 8:30:00 PM","7/03/2015 8:59:59 PM","0.831","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 9:00:00 PM","7/03/2015 9:29:59 PM","0.569","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 9:30:00 PM","7/03/2015 9:59:59 PM","0.188","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 10:00:00 PM","7/03/2015 10:29:59 PM","0.181","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 10:30:00 PM","7/03/2015 10:59:59 PM","0.169","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 11:00:00 PM","7/03/2015 11:29:59 PM","0.506","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","7/03/2015 11:30:00 PM","7/03/2015 11:59:59 PM","0.725","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 12:00:00 AM","8/03/2015 12:29:59 AM","0.594","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 12:30:00 AM","8/03/2015 12:59:59 AM","0.275","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 1:00:00 AM","8/03/2015 1:29:59 AM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 1:30:00 AM","8/03/2015 1:59:59 AM","0.069","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 2:00:00 AM","8/03/2015 2:29:59 AM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 2:30:00 AM","8/03/2015 2:59:59 AM","0.063","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 3:00:00 AM","8/03/2015 3:29:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 3:30:00 AM","8/03/2015 3:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 4:00:00 AM","8/03/2015 4:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 4:30:00 AM","8/03/2015 4:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 5:00:00 AM","8/03/2015 5:29:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 5:30:00 AM","8/03/2015 5:59:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 6:00:00 AM","8/03/2015 6:29:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 6:30:00 AM","8/03/2015 6:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 7:00:00 AM","8/03/2015 7:29:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 7:30:00 AM","8/03/2015 7:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 8:00:00 AM","8/03/2015 8:29:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 8:30:00 AM","8/03/2015 8:59:59 AM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 9:00:00 AM","8/03/2015 9:29:59 AM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 9:30:00 AM","8/03/2015 9:59:59 AM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 10:00:00 AM","8/03/2015 10:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 10:30:00 AM","8/03/2015 10:59:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 11:00:00 AM","8/03/2015 11:29:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 11:30:00 AM","8/03/2015 11:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 12:00:00 PM","8/03/2015 12:29:59 PM","0.5","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 12:30:00 PM","8/03/2015 12:59:59 PM","0.475","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 1:00:00 PM","8/03/2015 1:29:59 PM","0.225","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 1:30:00 PM","8/03/2015 1:59:59 PM","0.156","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 2:00:00 PM","8/03/2015 2:29:59 PM","0.144","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 2:30:00 PM","8/03/2015 2:59:59 PM","0.169","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 3:00:00 PM","8/03/2015 3:29:59 PM","0.125","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 3:30:00 PM","8/03/2015 3:59:59 PM","0.175","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 4:00:00 PM","8/03/2015 4:29:59 PM","0.156","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 4:30:00 PM","8/03/2015 4:59:59 PM","0.219","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 5:00:00 PM","8/03/2015 5:29:59 PM","0.1","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 5:30:00 PM","8/03/2015 5:59:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 6:00:00 PM","8/03/2015 6:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 6:30:00 PM","8/03/2015 6:59:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 7:00:00 PM","8/03/2015 7:29:59 PM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 7:30:00 PM","8/03/2015 7:59:59 PM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 8:00:00 PM","8/03/2015 8:29:59 PM","0.063","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 8:30:00 PM","8/03/2015 8:59:59 PM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 9:00:00 PM","8/03/2015 9:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 9:30:00 PM","8/03/2015 9:59:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 10:00:00 PM","8/03/2015 10:29:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 10:30:00 PM","8/03/2015 10:59:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 11:00:00 PM","8/03/2015 11:29:59 PM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","8/03/2015 11:30:00 PM","8/03/2015 11:59:59 PM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 12:00:00 AM","9/03/2015 12:29:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 12:30:00 AM","9/03/2015 12:59:59 AM","0.063","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 1:00:00 AM","9/03/2015 1:29:59 AM","0.281","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 1:30:00 AM","9/03/2015 1:59:59 AM","0.231","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 2:00:00 AM","9/03/2015 2:29:59 AM","0.094","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 2:30:00 AM","9/03/2015 2:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 3:00:00 AM","9/03/2015 3:29:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 3:30:00 AM","9/03/2015 3:59:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 4:00:00 AM","9/03/2015 4:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 4:30:00 AM","9/03/2015 4:59:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 5:00:00 AM","9/03/2015 5:29:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 5:30:00 AM","9/03/2015 5:59:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 6:00:00 AM","9/03/2015 6:29:59 AM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 6:30:00 AM","9/03/2015 6:59:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 7:00:00 AM","9/03/2015 7:29:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 7:30:00 AM","9/03/2015 7:59:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 8:00:00 AM","9/03/2015 8:29:59 AM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 8:30:00 AM","9/03/2015 8:59:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 9:00:00 AM","9/03/2015 9:29:59 AM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 9:30:00 AM","9/03/2015 9:59:59 AM","0.081","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 10:00:00 AM","9/03/2015 10:29:59 AM","0.069","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 10:30:00 AM","9/03/2015 10:59:59 AM","0.163","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 11:00:00 AM","9/03/2015 11:29:59 AM","0.45","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 11:30:00 AM","9/03/2015 11:59:59 AM","0.169","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 12:00:00 PM","9/03/2015 12:29:59 PM","0.138","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 12:30:00 PM","9/03/2015 12:59:59 PM","0.094","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 1:00:00 PM","9/03/2015 1:29:59 PM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 1:30:00 PM","9/03/2015 1:59:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 2:00:00 PM","9/03/2015 2:29:59 PM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 2:30:00 PM","9/03/2015 2:59:59 PM","0.031","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 3:00:00 PM","9/03/2015 3:29:59 PM","0.113","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 3:30:00 PM","9/03/2015 3:59:59 PM","0.069","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 4:00:00 PM","9/03/2015 4:29:59 PM","0.075","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 4:30:00 PM","9/03/2015 4:59:59 PM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 5:00:00 PM","9/03/2015 5:29:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 5:30:00 PM","9/03/2015 5:59:59 PM","0.163","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 6:00:00 PM","9/03/2015 6:29:59 PM","0.663","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 6:30:00 PM","9/03/2015 6:59:59 PM","0.388","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 7:00:00 PM","9/03/2015 7:29:59 PM","0.338","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 7:30:00 PM","9/03/2015 7:59:59 PM","0.313","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 8:00:00 PM","9/03/2015 8:29:59 PM","0.388","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 8:30:00 PM","9/03/2015 8:59:59 PM","0.75","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 9:00:00 PM","9/03/2015 9:29:59 PM","0.244","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 9:30:00 PM","9/03/2015 9:59:59 PM","0.269","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 10:00:00 PM","9/03/2015 10:29:59 PM","0.263","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 10:30:00 PM","9/03/2015 10:59:59 PM","0.269","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 11:00:00 PM","9/03/2015 11:29:59 PM","0.231","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","9/03/2015 11:30:00 PM","9/03/2015 11:59:59 PM","0.2","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 12:00:00 AM","10/03/2015 12:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 12:30:00 AM","10/03/2015 12:59:59 AM","0.063","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 1:00:00 AM","10/03/2015 1:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 1:30:00 AM","10/03/2015 1:59:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 2:00:00 AM","10/03/2015 2:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 2:30:00 AM","10/03/2015 2:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 3:00:00 AM","10/03/2015 3:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 3:30:00 AM","10/03/2015 3:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 4:00:00 AM","10/03/2015 4:29:59 AM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 4:30:00 AM","10/03/2015 4:59:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 5:00:00 AM","10/03/2015 5:29:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 5:30:00 AM","10/03/2015 5:59:59 AM","0.056","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 6:00:00 AM","10/03/2015 6:29:59 AM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 6:30:00 AM","10/03/2015 6:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 7:00:00 AM","10/03/2015 7:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 7:30:00 AM","10/03/2015 7:59:59 AM","0.15","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 8:00:00 AM","10/03/2015 8:29:59 AM","0.375","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 8:30:00 AM","10/03/2015 8:59:59 AM","0.544","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 9:00:00 AM","10/03/2015 9:29:59 AM","0.388","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 9:30:00 AM","10/03/2015 9:59:59 AM","0.431","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 10:00:00 AM","10/03/2015 10:29:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 10:30:00 AM","10/03/2015 10:59:59 AM","0.044","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 11:00:00 AM","10/03/2015 11:29:59 AM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 11:30:00 AM","10/03/2015 11:59:59 AM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 12:00:00 PM","10/03/2015 12:29:59 PM","0.013","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 12:30:00 PM","10/03/2015 12:59:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 1:00:00 PM","10/03/2015 1:29:59 PM","0.019","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 1:30:00 PM","10/03/2015 1:59:59 PM","0.05","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 2:00:00 PM","10/03/2015 2:29:59 PM","0.025","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 2:30:00 PM","10/03/2015 2:59:59 PM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 3:00:00 PM","10/03/2015 3:29:59 PM","0.038","0","A",
"86413887","60010521477","000000000000173482","MRIM","73482#E1","Peak","10/03/2015 3:30:00 PM","10/03/2015 3:59:59 PM","0.031","0","A",
